image,gender,age,db,min_score
04/nm0000004_rm1570360832_1949-1-24_1978.jpg,1,29,imdb,1.0
04/nm0000004_rm1727967232_1949-1-24_1978.jpg,1,29,imdb,1.0
04/nm0000004_rm419344384_1949-1-24_1978.jpg,1,29,imdb,1.0
05/nm0000005_rm1521844480_1918-7-14_2003.jpg,1,84,imdb,1.0
05/nm0000005_rm2713819392_1918-7-14_2003.jpg,1,84,imdb,1.0
05/nm0000005_rm2898368768_1918-7-14_2003.jpg,1,84,imdb,1.0
06/nm0000006_rm221957120_1915-8-29_1974.jpg,0,58,imdb,1.0
08/nm0000008_rm1238402304_1924-4-3_1972.jpg,1,48,imdb,1.0
08/nm0000008_rm1322288384_1924-4-3_1972.jpg,1,48,imdb,1.0
08/nm0000008_rm1355842816_1924-4-3_1972.jpg,1,48,imdb,1.0
08/nm0000008_rm1422951680_1924-4-3_1972.jpg,1,48,imdb,1.0
08/nm0000008_rm1560581632_1924-4-3_1972.jpg,1,48,imdb,1.0
08/nm0000008_rm1922862592_1924-4-3_1963.jpg,1,39,imdb,1.0
08/nm0000008_rm1939639808_1924-4-3_1963.jpg,1,39,imdb,1.0
08/nm0000008_rm1956417024_1924-4-3_1963.jpg,1,39,imdb,1.0
08/nm0000008_rm1989971456_1924-4-3_1963.jpg,1,39,imdb,1.0
08/nm0000008_rm2191825152_1924-4-3_1996.jpg,1,72,imdb,1.0
08/nm0000008_rm2318828288_1924-4-3_2010.jpg,1,86,imdb,1.0
08/nm0000008_rm2349567488_1924-4-3_1990.jpg,1,66,imdb,1.0
08/nm0000008_rm2450230784_1924-4-3_1990.jpg,1,66,imdb,1.0
08/nm0000008_rm2514467328_1924-4-3_1994.jpg,1,70,imdb,1.0
08/nm0000008_rm2534116864_1924-4-3_1990.jpg,1,66,imdb,1.0
08/nm0000008_rm3248131584_1924-4-3_1964.jpg,1,40,imdb,1.0
08/nm0000008_rm3626613248_1924-4-3_1976.jpg,1,52,imdb,1.0
08/nm0000008_rm3643390464_1924-4-3_1976.jpg,1,52,imdb,1.0
08/nm0000008_rm3693722112_1924-4-3_1976.jpg,1,52,imdb,1.0
08/nm0000008_rm3947266304_1924-4-3_1972.jpg,1,48,imdb,1.0
08/nm0000008_rm3980820736_1924-4-3_1972.jpg,1,48,imdb,1.0
08/nm0000008_rm4024416768_1924-4-3_1994.jpg,1,70,imdb,1.0
08/nm0000008_rm4175344384_1924-4-3_1990.jpg,1,66,imdb,1.0
08/nm0000008_rm490523648_1924-4-3_1978.jpg,1,54,imdb,1.0
08/nm0000008_rm790334976_1924-4-3_1996.jpg,1,72,imdb,1.0
09/nm0000009_rm0447488_1925-11-10_1963.jpg,1,37,imdb,1.0
09/nm0000009_rm117888000_1925-11-10_1963.jpg,1,37,imdb,1.0
09/nm0000009_rm2221316352_1925-11-10_1963.jpg,1,37,imdb,1.0
09/nm0000009_rm2271648000_1925-11-10_1963.jpg,1,37,imdb,1.0
09/nm0000009_rm2425261056_1925-11-10_1963.jpg,1,37,imdb,1.0
09/nm0000009_rm2458635776_1925-11-10_1969.jpg,1,43,imdb,1.0
09/nm0000009_rm2458815488_1925-11-10_1963.jpg,1,37,imdb,1.0
09/nm0000009_rm2525744640_1925-11-10_1969.jpg,1,43,imdb,1.0
09/nm0000009_rm2559299072_1925-11-10_1969.jpg,1,43,imdb,1.0
09/nm0000009_rm2643364864_1925-11-10_1963.jpg,1,37,imdb,1.0
09/nm0000009_rm2659962368_1925-11-10_1969.jpg,1,43,imdb,1.0
09/nm0000009_rm2676739584_1925-11-10_1969.jpg,1,43,imdb,1.0
09/nm0000009_rm34001920_1925-11-10_1963.jpg,1,37,imdb,1.0
09/nm0000009_rm3643769856_1925-11-10_1984.jpg,1,58,imdb,1.0
09/nm0000009_rm3834367488_1925-11-10_1969.jpg,1,43,imdb,1.0
09/nm0000009_rm3851144704_1925-11-10_1969.jpg,1,43,imdb,1.0
09/nm0000009_rm3884699136_1925-11-10_1969.jpg,1,43,imdb,1.0
09/nm0000009_rm539001856_1925-11-10_1984.jpg,1,58,imdb,1.0
09/nm0000009_rm558215168_1925-11-10_1964.jpg,1,38,imdb,1.0
09/nm0000009_rm559514880_1925-11-10_1977.jpg,1,51,imdb,1.0
09/nm0000009_rm591769600_1925-11-10_1964.jpg,1,38,imdb,1.0
09/nm0000009_rm609846528_1925-11-10_1977.jpg,1,51,imdb,1.0
09/nm0000009_rm639665152_1925-11-10_1984.jpg,1,58,imdb,1.0
09/nm0000009_rm660178176_1925-11-10_1977.jpg,1,51,imdb,1.0
10/nm0000010_rm3776482816_1899-7-17_1981.jpg,1,81,imdb,1.0
10/nm0000010_rm3821517568_1899-7-17_1961.jpg,1,61,imdb,1.0
10/nm0000010_rm3877146112_1899-7-17_1981.jpg,1,81,imdb,1.0
10/nm0000010_rm3972512512_1899-7-17_1961.jpg,1,61,imdb,1.0
12/nm0000012_rm1344778240_1908-4-5_1962.jpg,0,54,imdb,1.0
12/nm0000012_rm1546104832_1908-4-5_1962.jpg,0,54,imdb,1.0
13/nm0000013_rm3248338944_1922-4-3_1963.jpg,0,41,imdb,1.0
13/nm0000013_rm3429937152_1922-4-3_1966.jpg,0,44,imdb,1.0
13/nm0000013_rm3813644544_1922-4-3_1961.jpg,0,39,imdb,1.0
13/nm0000013_rm661565440_1922-4-3_1962.jpg,0,40,imdb,1.0
17/nm0000017_rm3392046080_1901-12-27_1961.jpg,0,59,imdb,1.0
18/nm0000018_rm1329106432_1916-12-9_1994.jpg,1,77,imdb,1.0
18/nm0000018_rm1432335616_1916-12-9_2010.jpg,1,93,imdb,1.0
18/nm0000018_rm1449112832_1916-12-9_2010.jpg,1,93,imdb,1.0
18/nm0000018_rm1570091008_1916-12-9_1969.jpg,1,52,imdb,1.0
18/nm0000018_rm1902885376_1916-12-9_2003.jpg,1,86,imdb,1.0
18/nm0000018_rm1916308992_1916-12-9_1994.jpg,1,77,imdb,1.0
18/nm0000018_rm2087434752_1916-12-9_2003.jpg,1,86,imdb,1.0
18/nm0000018_rm2959722752_1916-12-9_1994.jpg,1,77,imdb,1.0
18/nm0000018_rm2993277184_1916-12-9_1994.jpg,1,77,imdb,1.0
18/nm0000018_rm3010054400_1916-12-9_1994.jpg,1,77,imdb,1.0
18/nm0000018_rm4139749888_1916-12-9_1970.jpg,1,53,imdb,1.0
18/nm0000018_rm931712512_1916-12-9_1965.jpg,1,48,imdb,1.0
19/nm0000019_rm121622016_1920-1-20_1963.jpg,1,43,imdb,1.0
19/nm0000019_rm2592537088_1920-1-20_1969.jpg,1,49,imdb,1.0
19/nm0000019_rm2609314304_1920-1-20_1983.jpg,1,63,imdb,1.0
19/nm0000019_rm3766942208_1920-1-20_1972.jpg,1,52,imdb,1.0
19/nm0000019_rm3884382720_1920-1-20_1969.jpg,1,49,imdb,1.0
20/nm0000020_rm1158525440_1905-5-16_1968.jpg,1,63,imdb,1.0
20/nm0000020_rm1614400512_1905-5-16_1973.jpg,1,68,imdb,1.0
20/nm0000020_rm3969113088_1905-5-16_1973.jpg,1,68,imdb,1.0
20/nm0000020_rm4139749888_1905-5-16_1970.jpg,1,65,imdb,1.0
22/nm0000022_rm3223960064_1901-2-1_1961.jpg,1,60,imdb,1.0
22/nm0000022_rm3391732224_1901-2-1_1961.jpg,1,60,imdb,1.0
22/nm0000022_rm3442063872_1901-2-1_1961.jpg,1,60,imdb,1.0
22/nm0000022_rm3509172736_1901-2-1_1961.jpg,1,60,imdb,1.0
23/nm0000023_rm1196333056_1922-6-10_1962.jpg,0,40,imdb,1.0
23/nm0000023_rm1396742144_1922-6-10_1961.jpg,0,39,imdb,1.0
23/nm0000023_rm1799395328_1922-6-10_1963.jpg,0,41,imdb,1.0
23/nm0000023_rm1816172544_1922-6-10_1964.jpg,0,42,imdb,1.0
23/nm0000023_rm2018416640_1922-6-10_1962.jpg,0,40,imdb,1.0
23/nm0000023_rm3177289728_1922-6-10_1963.jpg,0,41,imdb,1.0
23/nm0000023_rm3543041024_1922-6-10_1961.jpg,0,39,imdb,1.0
24/nm0000024_rm2104020480_1904-4-14_1992.jpg,1,88,imdb,1.0
24/nm0000024_rm255511552_1904-4-14_1974.jpg,1,70,imdb,1.0
24/nm0000024_rm2746069760_1904-4-14_1982.jpg,1,78,imdb,1.0
24/nm0000024_rm3473444352_1904-4-14_1989.jpg,1,85,imdb,1.0
24/nm0000024_rm3920271616_1904-4-14_1996.jpg,1,92,imdb,1.0
24/nm0000024_rm4247948800_1904-4-14_1980.jpg,1,76,imdb,1.0
24/nm0000024_rm456838144_1904-4-14_1974.jpg,1,70,imdb,1.0
24/nm0000024_rm758943232_1904-4-14_1996.jpg,1,92,imdb,1.0
24/nm0000024_rm872661504_1904-4-14_1977.jpg,1,73,imdb,1.0
27/nm0000027_rm1143377664_1914-4-2_1977.jpg,1,63,imdb,1.0
27/nm0000027_rm1227263744_1914-4-2_1977.jpg,1,63,imdb,1.0
27/nm0000027_rm738624256_1914-4-2_1983.jpg,1,69,imdb,1.0
29/nm0000029_rm2440141312_1954-2-16_1996.jpg,0,42,imdb,1.0
30/nm0000030_rm1626519296_1929-5-4_1964.jpg,0,35,imdb,1.0
30/nm0000030_rm1954986752_1929-5-4_1964.jpg,0,35,imdb,1.0
30/nm0000030_rm3412315136_1929-5-4_1964.jpg,0,35,imdb,1.0
30/nm0000030_rm3445869568_1929-5-4_1964.jpg,0,35,imdb,1.0
30/nm0000030_rm348371200_1929-5-4_2010.jpg,0,81,imdb,1.0
30/nm0000030_rm3864901376_1929-5-4_1963.jpg,0,34,imdb,1.0
30/nm0000030_rm4265783296_1929-5-4_1964.jpg,0,35,imdb,1.0
30/nm0000030_rm631079936_1929-5-4_1961.jpg,0,32,imdb,1.0
31/nm0000031_rm1667611136_1907-5-12_1968.jpg,0,61,imdb,1.0
31/nm0000031_rm1835383296_1907-5-12_1968.jpg,0,61,imdb,1.0
31/nm0000031_rm1969601024_1907-5-12_1968.jpg,0,61,imdb,1.0
32/nm0000032_rm1254870016_1923-10-4_1970.jpg,1,46,imdb,1.0
32/nm0000032_rm2388363008_1923-10-4_1968.jpg,1,44,imdb,1.0
32/nm0000032_rm2753135872_1923-10-4_1970.jpg,1,46,imdb,1.0
32/nm0000032_rm2971130880_1923-10-4_1994.jpg,1,70,imdb,1.0
32/nm0000032_rm3309211136_1923-10-4_1996.jpg,1,72,imdb,1.0
32/nm0000032_rm3770076672_1923-10-4_1963.jpg,1,39,imdb,1.0
32/nm0000032_rm3984235264_1923-10-4_1998.jpg,1,74,imdb,1.0
32/nm0000032_rm4001012480_1923-10-4_1998.jpg,1,74,imdb,1.0
32/nm0000032_rm4021734912_1923-10-4_1963.jpg,1,39,imdb,1.0
32/nm0000032_rm4047408640_1923-10-4_1996.jpg,1,72,imdb,1.0
32/nm0000032_rm506501888_1923-10-4_2001.jpg,1,77,imdb,1.0
32/nm0000032_rm645975552_1923-10-4_1973.jpg,1,49,imdb,1.0
32/nm0000032_rm658279936_1923-10-4_1996.jpg,1,72,imdb,1.0
32/nm0000032_rm679529984_1923-10-4_1973.jpg,1,49,imdb,1.0
32/nm0000032_rm780193280_1923-10-4_1973.jpg,1,49,imdb,1.0
32/nm0000032_rm830524928_1923-10-4_1973.jpg,1,49,imdb,1.0
32/nm0000032_rm908559616_1923-10-4_1965.jpg,1,41,imdb,1.0
32/nm0000032_rm931188224_1923-10-4_1973.jpg,1,49,imdb,1.0
32/nm0000032_rm972593920_1923-10-4_1996.jpg,1,72,imdb,1.0
33/nm0000033_rm3465465344_1899-8-13_1972.jpg,1,72,imdb,1.0
33/nm0000033_rm3482242560_1899-8-13_1972.jpg,1,72,imdb,1.0
33/nm0000033_rm3787776_1899-8-13_1972.jpg,1,72,imdb,1.0
33/nm0000033_rm54119424_1899-8-13_1972.jpg,1,72,imdb,1.0
34/nm0000034_rm2067450880_1918-4-17_1974.jpg,1,56,imdb,1.0
34/nm0000034_rm2453898240_1918-4-17_1976.jpg,1,58,imdb,1.0
34/nm0000034_rm2604893184_1918-4-17_1976.jpg,1,58,imdb,1.0
34/nm0000034_rm2743913984_1918-4-17_1969.jpg,1,51,imdb,1.0
34/nm0000034_rm2777468416_1918-4-17_1969.jpg,1,51,imdb,1.0
34/nm0000034_rm2811022848_1918-4-17_1969.jpg,1,51,imdb,1.0
34/nm0000034_rm2878131712_1918-4-17_1969.jpg,1,51,imdb,1.0
34/nm0000034_rm310935808_1918-4-17_1976.jpg,1,58,imdb,1.0
35/nm0000035_rm1030855424_1953-8-14_2003.jpg,1,49,imdb,1.0
40/nm0000040_rm1111931136_1928-7-26_1999.jpg,1,70,imdb,1.0
40/nm0000040_rm2757151744_1928-7-26_1987.jpg,1,58,imdb,1.0
40/nm0000040_rm2878191872_1928-7-26_1971.jpg,1,42,imdb,1.0
40/nm0000040_rm2894969088_1928-7-26_1971.jpg,1,42,imdb,1.0
40/nm0000040_rm3260468224_1928-7-26_1999.jpg,1,70,imdb,1.0
44/nm0000044_rm1668004352_1913-11-2_1977.jpg,1,63,imdb,1.0
44/nm0000044_rm2009844736_1913-11-2_1970.jpg,1,56,imdb,1.0
44/nm0000044_rm2110508032_1913-11-2_1970.jpg,1,56,imdb,1.0
44/nm0000044_rm2127285248_1913-11-2_1970.jpg,1,56,imdb,1.0
44/nm0000044_rm2147845120_1913-11-2_1962.jpg,1,48,imdb,1.0
44/nm0000044_rm2181399552_1913-11-2_1962.jpg,1,48,imdb,1.0
44/nm0000044_rm2214953984_1913-11-2_1962.jpg,1,48,imdb,1.0
44/nm0000044_rm2315617280_1913-11-2_1962.jpg,1,48,imdb,1.0
44/nm0000044_rm2332394496_1913-11-2_1962.jpg,1,48,imdb,1.0
44/nm0000044_rm2365948928_1913-11-2_1962.jpg,1,48,imdb,1.0
44/nm0000044_rm2533721088_1913-11-2_1962.jpg,1,48,imdb,1.0
44/nm0000044_rm2819788288_1913-11-2_1988.jpg,1,74,imdb,1.0
44/nm0000044_rm3007560448_1913-11-2_1964.jpg,1,50,imdb,1.0
44/nm0000044_rm3041114880_1913-11-2_1964.jpg,1,50,imdb,1.0
44/nm0000044_rm3057892096_1913-11-2_1964.jpg,1,50,imdb,1.0
44/nm0000044_rm3459154944_1913-11-2_1961.jpg,1,47,imdb,1.0
44/nm0000044_rm3475932160_1913-11-2_1961.jpg,1,47,imdb,1.0
44/nm0000044_rm3513563648_1913-11-2_1971.jpg,1,57,imdb,1.0
44/nm0000044_rm3631004160_1913-11-2_1971.jpg,1,57,imdb,1.0
44/nm0000044_rm3647781376_1913-11-2_1971.jpg,1,57,imdb,1.0
44/nm0000044_rm3698113024_1913-11-2_1971.jpg,1,57,imdb,1.0
44/nm0000044_rm3731667456_1913-11-2_1971.jpg,1,57,imdb,1.0
44/nm0000044_rm3748444672_1913-11-2_1971.jpg,1,57,imdb,1.0
44/nm0000044_rm426490368_1913-11-2_1977.jpg,1,63,imdb,1.0
44/nm0000044_rm557417728_1913-11-2_1965.jpg,1,51,imdb,1.0
44/nm0000044_rm677296896_1913-11-2_1971.jpg,1,57,imdb,1.0
44/nm0000044_rm710851328_1913-11-2_1971.jpg,1,57,imdb,1.0
44/nm0000044_rm725189888_1913-11-2_1965.jpg,1,51,imdb,1.0
44/nm0000044_rm758744320_1913-11-2_1965.jpg,1,51,imdb,1.0
44/nm0000044_rm761182976_1913-11-2_1971.jpg,1,57,imdb,1.0
45/nm0000045_rm1015001088_1940-11-27_1973.jpg,1,32,imdb,1.0
45/nm0000045_rm1031778304_1940-11-27_1973.jpg,1,32,imdb,1.0
45/nm0000045_rm1202231552_1940-11-27_1978.jpg,1,37,imdb,1.0
45/nm0000045_rm1933154304_1940-11-27_1972.jpg,1,31,imdb,1.0
45/nm0000045_rm2967116032_1940-11-27_1971.jpg,1,30,imdb,1.0
45/nm0000045_rm981446656_1940-11-27_1973.jpg,1,32,imdb,1.0
45/nm0000045_rm998223872_1940-11-27_1973.jpg,1,32,imdb,1.0
46/nm0000046_rm958967808_1913-11-5_1961.jpg,0,47,imdb,1.0
46/nm0000046_rm975745024_1913-11-5_1961.jpg,0,47,imdb,1.0
47/nm0000047_rm1106296320_1934-9-20_1970.jpg,0,35,imdb,1.0
47/nm0000047_rm1306102528_1934-9-20_2009.jpg,0,74,imdb,1.0
47/nm0000047_rm1346358784_1934-9-20_2014.jpg,0,79,imdb,1.0
47/nm0000047_rm1440974592_1934-9-20_1995.jpg,0,60,imdb,1.0
47/nm0000047_rm1474529024_1934-9-20_1995.jpg,0,60,imdb,1.0
47/nm0000047_rm1563073280_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm1564462592_1934-9-20_2014.jpg,0,79,imdb,1.0
47/nm0000047_rm1579850496_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm1596627712_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm1598017024_1934-9-20_2014.jpg,0,79,imdb,1.0
47/nm0000047_rm1641650944_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm1643167232_1934-9-20_1970.jpg,0,35,imdb,1.0
47/nm0000047_rm1718715392_1934-9-20_1993.jpg,0,58,imdb,1.0
47/nm0000047_rm1735492608_1934-9-20_1993.jpg,0,58,imdb,1.0
47/nm0000047_rm193449728_1934-9-20_2014.jpg,0,79,imdb,1.0
47/nm0000047_rm2122436096_1934-9-20_1976.jpg,0,41,imdb,1.0
47/nm0000047_rm2465906176_1934-9-20_1963.jpg,0,28,imdb,1.0
47/nm0000047_rm2499460608_1934-9-20_1963.jpg,0,28,imdb,1.0
47/nm0000047_rm2849623808_1934-9-20_2014.jpg,0,79,imdb,1.0
47/nm0000047_rm2882899456_1934-9-20_2009.jpg,0,74,imdb,1.0
47/nm0000047_rm3242118656_1934-9-20_1964.jpg,0,29,imdb,1.0
47/nm0000047_rm3292450304_1934-9-20_1964.jpg,0,29,imdb,1.0
47/nm0000047_rm3342781952_1934-9-20_1964.jpg,0,29,imdb,1.0
47/nm0000047_rm3411515904_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm3495401984_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm3512179200_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm3573071360_1934-9-20_1964.jpg,0,29,imdb,1.0
47/nm0000047_rm3683175936_1934-9-20_1966.jpg,0,31,imdb,1.0
47/nm0000047_rm3716730368_1934-9-20_1966.jpg,0,31,imdb,1.0
47/nm0000047_rm3937572864_1934-9-20_1998.jpg,0,63,imdb,1.0
47/nm0000047_rm4138899456_1934-9-20_1998.jpg,0,63,imdb,1.0
47/nm0000047_rm625457664_1934-9-20_1972.jpg,0,37,imdb,1.0
47/nm0000047_rm680237056_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm754749184_1934-9-20_2009.jpg,0,74,imdb,1.0
47/nm0000047_rm771526400_1934-9-20_2009.jpg,0,74,imdb,1.0
47/nm0000047_rm788303616_1934-9-20_2009.jpg,0,74,imdb,1.0
47/nm0000047_rm915118080_1934-9-20_2002.jpg,0,67,imdb,1.0
47/nm0000047_rm931895296_1934-9-20_2002.jpg,0,67,imdb,1.0
48/nm0000048_rm181648128_1904-6-26_1963.jpg,1,59,imdb,1.0
48/nm0000048_rm3680680704_1904-6-26_1962.jpg,1,58,imdb,1.0
48/nm0000048_rm399751936_1904-6-26_1963.jpg,1,59,imdb,1.0
48/nm0000048_rm761510656_1904-6-26_1962.jpg,1,58,imdb,1.0
48/nm0000048_rm778287872_1904-6-26_1962.jpg,1,58,imdb,1.0
51/nm0000051_rm1579531008_1909-5-15_1983.jpg,1,74,imdb,1.0
51/nm0000051_rm2301086720_1909-5-15_1962.jpg,1,53,imdb,1.0
51/nm0000051_rm2351418368_1909-5-15_1962.jpg,1,53,imdb,1.0
51/nm0000051_rm2368195584_1909-5-15_1962.jpg,1,53,imdb,1.0
51/nm0000051_rm2670185472_1909-5-15_1962.jpg,1,53,imdb,1.0
51/nm0000051_rm2939931648_1909-5-15_1978.jpg,1,69,imdb,1.0
52/nm0000052_rm1066581504_1924-9-28_1963.jpg,1,38,imdb,1.0
52/nm0000052_rm1502148864_1924-9-28_1961.jpg,1,36,imdb,1.0
52/nm0000052_rm1518926080_1924-9-28_1961.jpg,1,36,imdb,1.0
52/nm0000052_rm1643167232_1924-9-28_1970.jpg,1,45,imdb,1.0
52/nm0000052_rm2246029824_1924-9-28_1961.jpg,1,36,imdb,1.0
52/nm0000052_rm2262807040_1924-9-28_1961.jpg,1,36,imdb,1.0
52/nm0000052_rm2710108416_1924-9-28_1961.jpg,1,36,imdb,1.0
52/nm0000052_rm2726885632_1924-9-28_1961.jpg,1,36,imdb,1.0
52/nm0000052_rm2803011072_1924-9-28_1983.jpg,1,58,imdb,1.0
52/nm0000052_rm2810771712_1924-9-28_1961.jpg,1,36,imdb,1.0
52/nm0000052_rm2944989440_1924-9-28_1961.jpg,1,36,imdb,1.0
52/nm0000052_rm3258895872_1924-9-28_1964.jpg,1,39,imdb,1.0
52/nm0000052_rm3275673088_1924-9-28_1964.jpg,1,39,imdb,1.0
52/nm0000052_rm3417569792_1924-9-28_1986.jpg,1,61,imdb,1.0
52/nm0000052_rm3522739712_1924-9-28_1964.jpg,1,39,imdb,1.0
52/nm0000052_rm814923264_1924-9-28_1963.jpg,1,38,imdb,1.0
52/nm0000052_rm831700480_1924-9-28_1963.jpg,1,38,imdb,1.0
52/nm0000052_rm848477696_1924-9-28_1963.jpg,1,38,imdb,1.0
53/nm0000053_rm2149691648_1917-8-6_1966.jpg,1,48,imdb,1.0
53/nm0000053_rm2216800512_1917-8-6_1966.jpg,1,48,imdb,1.0
53/nm0000053_rm2721549824_1917-8-6_1988.jpg,1,70,imdb,1.0
53/nm0000053_rm3694235136_1917-8-6_1991.jpg,1,73,imdb,1.0
53/nm0000053_rm539537408_1917-8-6_1970.jpg,1,52,imdb,1.0
53/nm0000053_rm690532352_1917-8-6_1970.jpg,1,52,imdb,1.0
53/nm0000053_rm791195648_1917-8-6_1970.jpg,1,52,imdb,1.0
54/nm0000054_rm1933945600_1926-6-1_2012.jpg,0,86,imdb,1.0
54/nm0000054_rm3223960064_1926-6-1_1961.jpg,0,35,imdb,1.0
54/nm0000054_rm3509172736_1926-6-1_1961.jpg,0,35,imdb,1.0
54/nm0000054_rm3559504384_1926-6-1_1961.jpg,0,35,imdb,1.0
54/nm0000054_rm3576281600_1926-6-1_1961.jpg,0,35,imdb,1.0
56/nm0000056_rm1083166208_1925-1-26_1972.jpg,1,47,imdb,1.0
56/nm0000056_rm1099943424_1925-1-26_1972.jpg,1,47,imdb,1.0
56/nm0000056_rm1150275072_1925-1-26_1972.jpg,1,47,imdb,1.0
56/nm0000056_rm1204734976_1925-1-26_1986.jpg,1,61,imdb,1.0
56/nm0000056_rm1284492800_1925-1-26_1972.jpg,1,47,imdb,1.0
56/nm0000056_rm1318047232_1925-1-26_1972.jpg,1,47,imdb,1.0
56/nm0000056_rm1525920512_1925-1-26_1981.jpg,1,56,imdb,1.0
56/nm0000056_rm1541314816_1925-1-26_1982.jpg,1,57,imdb,1.0
56/nm0000056_rm1574869248_1925-1-26_1982.jpg,1,57,imdb,1.0
56/nm0000056_rm1716750080_1925-1-26_1969.jpg,1,44,imdb,1.0
56/nm0000056_rm1784328192_1925-1-26_1973.jpg,1,48,imdb,1.0
56/nm0000056_rm1983564800_1925-1-26_1974.jpg,1,49,imdb,1.0
56/nm0000056_rm2019866624_1925-1-26_1974.jpg,1,49,imdb,1.0
56/nm0000056_rm2050673664_1925-1-26_1974.jpg,1,49,imdb,1.0
56/nm0000056_rm2191379968_1925-1-26_1982.jpg,1,57,imdb,1.0
56/nm0000056_rm233801728_1925-1-26_1981.jpg,1,56,imdb,1.0
56/nm0000056_rm250578944_1925-1-26_1981.jpg,1,56,imdb,1.0
56/nm0000056_rm2718074624_1925-1-26_1967.jpg,1,42,imdb,1.0
56/nm0000056_rm2751629056_1925-1-26_1967.jpg,1,42,imdb,1.0
56/nm0000056_rm2919019264_1925-1-26_1961.jpg,1,36,imdb,1.0
56/nm0000056_rm2936178432_1925-1-26_1967.jpg,1,42,imdb,1.0
56/nm0000056_rm3045300480_1925-1-26_2002.jpg,1,77,imdb,1.0
56/nm0000056_rm38705408_1925-1-26_1998.jpg,1,73,imdb,1.0
56/nm0000056_rm4079595520_1925-1-26_1962.jpg,1,37,imdb,1.0
56/nm0000056_rm4105470208_1925-1-26_1961.jpg,1,36,imdb,1.0
56/nm0000056_rm4113149952_1925-1-26_1962.jpg,1,37,imdb,1.0
56/nm0000056_rm4122247424_1925-1-26_1961.jpg,1,36,imdb,1.0
56/nm0000056_rm72259840_1925-1-26_1998.jpg,1,73,imdb,1.0
56/nm0000056_rm76205568_1925-1-26_1966.jpg,1,41,imdb,1.0
56/nm0000056_rm831180288_1925-1-26_1966.jpg,1,41,imdb,1.0
57/nm0000057_rm1925285120_1910-3-1_1967.jpg,1,57,imdb,1.0
57/nm0000057_rm3094840320_1910-3-1_1982.jpg,1,72,imdb,1.0
57/nm0000057_rm3603560192_1910-3-1_1969.jpg,1,59,imdb,1.0
57/nm0000057_rm3786853888_1910-3-1_1963.jpg,1,53,imdb,1.0
57/nm0000057_rm4269179904_1910-3-1_1963.jpg,1,53,imdb,1.0
